Organisation,PickupDate,DropoffDate,PassengerCount,PickupLongitude,PickupLatitude,DropoffLongitude,DropoffLatitude,JourneyDuration,id,name,type,changedOn,changedById,changedByName,deleted,Driver,Vehicle
1985651c-f63f-4bd0-9ebf-888f46376c66,25/06/2016 07:30,25/06/2016 07:48,2,-73.97046661,40.79917526,-74.01721191,40.70519257,1081,4e5b2dbf-4015-1b10-16b8-8c3b10a1800f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,06/02/2016 16:02,06/02/2016 16:15,3,-74.002388,40.74955368,-73.9777832,40.75408173,798,e5b778f0-15e4-2aea-0af0-82ed6ccf7113,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,14/06/2016 09:20,14/06/2016 09:43,1,-73.99090576,40.75627136,-73.97681427,40.75968933,1348,a726fc7b-1a38-4a62-32c1-3528adcba21a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,05/03/2016 10:23,05/03/2016 10:45,1,-73.98690796,40.76160812,-74.00840759,40.71162033,1327,4a77df16-7e5c-4566-4b38-1f3ffe825745,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,08/06/2016 23:02,08/06/2016 23:19,3,-74.00817108,40.74500275,-73.95509338,40.80483627,1030,9ac8df33-9103-7746-3ac3-62ca5fdf4ab1,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,02/02/2016 18:28,02/02/2016 19:09,1,-73.99488068,40.75021362,-73.96221924,40.71162033,2456,12725dbf-3d22-765c-5b85-73ee059d1b45,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,01/04/2016 12:46,01/04/2016 12:52,1,-73.96318054,40.77423096,-73.95555115,40.77869034,326,ea6b8b99-5092-8a40-79f5-bf27db178f61,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,03/01/2016 03:33,03/01/2016 04:09,1,-73.98484802,40.72433472,-73.88411713,40.71671677,2159,0c479e90-8371-2d28-119a-9169c2fa3ec8,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,29/02/2016 18:39,29/02/2016 18:42,1,-73.98181915,40.76896286,-73.98181915,40.76896286,227,c8d274cf-a76e-2769-48c7-e9a775ee4fb8,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,18/06/2016 06:53,18/06/2016 07:19,1,-73.97602844,40.77612686,-73.94838715,40.77815628,1535,7ef5d0c3-0613-22e2-11bf-cbf21a1a3791,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,11/04/2016 19:50,11/04/2016 19:58,5,-73.98379517,40.75070572,-73.97735596,40.76612091,490,29fcfe01-2472-4a80-3af0-840589388815,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,24/04/2016 19:25,24/04/2016 19:32,4,-73.97346497,40.76087952,-73.96613312,40.76120377,398,e0591edf-7928-0cc6-4379-0b2f21fc7ebc,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,20/02/2016 13:06,20/02/2016 13:23,1,-73.98133087,40.74726868,-74.00549316,40.7390213,1034,64c1d2ae-0df8-11a0-1f54-1f1f1b669808,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,25/05/2016 06:40,25/05/2016 06:43,1,-74.00452423,40.72419357,-74.00449371,40.7246666,189,febe50d0-4d50-4e0e-438e-364614e06ccd,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,26/02/2016 18:45,26/02/2016 19:04,1,-73.98253632,40.77566147,-73.9694519,40.80208969,1119,26905932-a745-9bb4-60c3-ffaf6d89387f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,11/06/2016 14:22,11/06/2016 14:31,1,-73.9677887,40.76269913,-73.98147583,40.74219131,487,93127edb-1e92-4603-8467-c7f1c0f84100,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,19/05/2016 20:47,19/05/2016 20:59,1,-73.98706818,40.75663376,-73.96030426,40.78077316,711,9ccec83f-13e2-281c-69c0-0d502a7c243f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,29/04/2016 04:28,29/04/2016 04:39,1,-73.98609924,40.71948624,-73.945961,40.71143723,654,6efd7c7f-8c4f-34a0-87d7-f8747e4c2aa2,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,31/05/2016 23:12,31/05/2016 23:28,2,-74.00778198,40.74094391,-73.97117615,40.80080032,947,8b1e9009-9a4d-6595-929f-9f91f0587a41,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,14/05/2016 03:27,14/05/2016 03:51,1,-73.98506927,40.73220444,-73.91049194,40.69681549,1445,af8f2699-9ef3-98d6-814c-93c2a311a121,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,04/06/2016 03:14,04/06/2016 03:35,1,-73.98343658,40.73168182,-73.94800568,40.71416092,1276,e499cd3f-6a76-4388-72af-d1ade30800c6,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,17/02/2016 17:39,17/02/2016 18:08,1,-73.99115753,40.74578094,-73.98339081,40.77146149,1748,075f990f-28a2-6fcc-3a29-f5fb72fb56f0,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,25/04/2016 23:18,25/04/2016 23:30,1,-73.98204041,40.75967789,-73.947052,40.77315903,750,32e2a839-1fb5-56dd-4dad-eca892433b20,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,30/04/2016 07:44,30/04/2016 07:49,1,-73.96120453,40.76055908,-73.94713593,40.77593231,300,3507185b-50fb-3513-565f-3f42481e14a8,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,10/03/2016 18:52,10/03/2016 19:08,1,-73.97058105,40.79904556,-73.98981476,40.76724625,963,72b64792-19c8-9bfb-0687-e76b59448d1d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,11/04/2016 17:41,11/04/2016 17:46,1,-73.94978333,40.78056717,-73.96006775,40.77040863,313,53044b51-763c-2b31-600e-bd5518869ce1,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,25/01/2016 23:32,25/01/2016 23:42,1,-73.98743439,40.76013947,-73.99098206,40.7448616,621,f6a90481-355d-6147-4fba-9ef970481dea,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,18/04/2016 18:27,18/04/2016 18:42,2,-73.97445679,40.75692749,-73.96090698,40.78014374,921,00f1b90d-5aff-0ddb-0bb2-b8669364638d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,23/04/2016 23:28,23/04/2016 23:43,2,-73.97541809,40.78707504,-73.94265747,40.82355118,892,c7c93a4d-0685-6f97-3843-db91c3e15a66,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,23/06/2016 07:16,23/06/2016 07:21,1,-73.99404144,40.75113678,-73.9826355,40.76068878,318,dc3c8a75-5534-2111-1ff6-c46392967b04,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,25/04/2016 17:37,25/04/2016 18:23,1,-73.7901535,40.64661407,-73.98191833,40.75667953,2759,17d01786-0fc8-6a09-8f37-46b661e08941,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,17/01/2016 03:24,17/01/2016 03:27,1,-74.00669098,40.73764038,-74.00388336,40.73809052,156,e0abb7ac-3031-184e-85df-35c8517f4d0d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,24/03/2016 13:35,24/03/2016 13:48,1,-73.98802948,40.73781967,-73.97206879,40.74607849,791,d6003bf5-7282-8ae6-5f6b-6ff72355685d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,04/04/2016 09:21,04/04/2016 09:37,1,-73.95252228,40.76626968,-73.98342896,40.73437881,962,2bceea7e-00cf-2712-4f98-638ae4e45316,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,24/02/2016 11:45,24/02/2016 12:08,1,-73.86378479,40.76974487,-73.94625854,40.78041458,1378,750d671a-88a7-90e6-7230-60e43e4c2288,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,08/02/2016 18:24,08/02/2016 18:28,1,-73.98693085,40.75093079,-73.97830963,40.75326157,220,d385c3bc-84ec-82bc-05c7-f374dfc94d7a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,21/06/2016 18:09,21/06/2016 18:16,1,-73.96263885,40.76822662,-73.95355988,40.77282333,448,fef59aa4-1598-1acf-8cc6-1675e0e2a739,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,06/01/2016 15:23,06/01/2016 15:38,1,-74.00012207,40.71784973,-74.01457977,40.70967484,878,da91f55b-1cc7-900d-24e6-20d9b4586f90,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,01/04/2016 13:33,01/04/2016 14:00,1,-73.86968231,40.77254868,-73.91340637,40.6807785,1610,cd2dfd94-15de-7a2d-3172-330b83d16138,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,27/03/2016 11:55,27/03/2016 12:05,5,-73.98683167,40.76182938,-73.97783661,40.79212189,604,d4790898-a6a6-0fc7-1909-8cec92d67770,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,08/04/2016 20:19,08/04/2016 20:23,2,-74.00392914,40.72579575,-73.99887848,40.7347641,191,a8e55d5b-02c9-1e34-3230-d67588ce4230,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,27/05/2016 17:58,27/05/2016 18:16,1,-73.97971344,40.7605629,-73.99338531,40.73662949,1073,1fedcd66-2cc7-09cf-2d61-77dc6bad26c9,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,23/04/2016 15:58,23/04/2016 16:03,1,-73.96151733,40.76602173,-73.94972229,40.78192902,278,019fec3d-086d-627d-8042-7b221dcca566,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,21/04/2016 12:32,21/04/2016 12:37,6,-73.98127747,40.78036118,-73.97615051,40.78860092,289,aba20be4-8f09-5ef9-48a6-8db66e67118a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,16/06/2016 12:35,16/06/2016 12:45,3,-73.95606232,40.76415253,-73.9434433,40.79118347,632,00625989-1b99-42cb-6575-be8318b6831d,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,06/01/2016 13:39,06/01/2016 13:49,1,-73.99198914,40.74379349,-73.97470093,40.76340103,613,47efc9b3-a45a-65b1-56e2-c41a9670219b,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,25/02/2016 13:40,25/02/2016 13:54,1,-73.98872375,40.73697662,-73.98272705,40.75034332,805,c24bb490-45b1-0c68-a59c-d8d8161e8b07,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,02/04/2016 15:35,02/04/2016 15:55,1,-74.01730347,40.70536041,-73.97393036,40.76156616,1217,06352c69-09ae-40be-3d24-d44c0bac639a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,13/02/2016 17:59,13/02/2016 18:03,1,-74.00398254,40.74847031,-73.99505615,40.74294281,285,8fe04a50-5257-5758-2c1b-4204ea5f8f69,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,09/03/2016 17:11,09/03/2016 17:28,1,-73.97864532,40.74093246,-74.01269531,40.70158768,1047,d5a6cc21-3f14-3cf8-2f9b-3a9e5d78571c,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,21/05/2016 03:13,21/05/2016 03:20,1,-73.88404083,40.74760818,-73.90461731,40.74769974,404,964e4e40-25d6-2980-518c-8e26298a2295,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,08/06/2016 05:51,08/06/2016 05:57,1,-73.99036407,40.75624084,-73.9729538,40.75728989,356,a48b95eb-98f7-3a35-0d1c-9a6f6f8c3517,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,01/05/2016 02:40,01/05/2016 03:02,1,-73.98666382,40.7216835,-73.97257233,40.68587875,1312,20fb9d2a-8d3d-7ac8-47be-dce5946d7c8f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,10/05/2016 18:07,10/05/2016 18:26,2,-73.9590683,40.77566147,-73.9590683,40.77566147,1109,e1acf2ee-8839-87f3-3423-8c6fb962573a,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,06/03/2016 11:01,06/03/2016 11:08,1,-73.97598267,40.75774765,-73.98216248,40.74074936,422,c4dc5f44-5db6-1c23-47f0-0db3e3c06a08,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,20/04/2016 19:14,20/04/2016 19:29,1,-73.94769287,40.78329849,-73.96104431,40.75665283,926,f2469a27-0423-4b61-8139-8afe3b6215d5,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,19/05/2016 18:57,19/05/2016 18:59,1,-73.95478821,40.77796555,-73.94776917,40.77957916,115,df8ad91d-5dab-480a-6943-8f7f7d8d3b58,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,04/05/2016 18:04,04/05/2016 18:38,1,-73.88523102,40.77294159,-73.94695282,40.77526093,2040,744001b8-00f5-9781-7d2d-ad9099d89b28,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,11/02/2016 11:03,11/02/2016 11:09,1,-73.9899826,40.75159836,-73.99443054,40.74100113,339,01a765bc-03a4-5ef8-1824-df3ced86a4bd,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,06/04/2016 00:52,06/04/2016 01:07,1,-74.00437164,40.74234772,-74.01072693,40.72361755,865,7699e9e5-4313-123f-60bf-58a7c7ad1a11,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,18/03/2016 07:54,18/03/2016 08:02,3,-73.96108246,40.76911926,-73.95694733,40.78342056,466,45c37fbd-9fe3-a5fb-4c48-60f5069005c7,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,03/05/2016 08:28,03/05/2016 08:35,1,-73.98027802,40.77019119,-73.96378326,40.77413177,428,d5b0b8c5-4ec3-99ce-1ba1-e68203924101,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,01/03/2016 06:40,01/03/2016 07:01,5,-73.98213959,40.77532578,-74.00984955,40.72169876,1279,783d8e1f-4ec6-3a5d-697a-54400d4c1abf,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,03/05/2016 04:40,03/05/2016 04:51,2,-73.98937988,40.71982574,-73.98260498,40.75750351,676,d1b99180-6c71-1674-4e69-dceff19a4daa,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,03/02/2016 07:57,03/02/2016 08:02,1,-73.91998291,40.74357224,-73.92677307,40.75527573,292,48b07dcb-50ee-6e9b-1336-a3ab3d00196c,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,27/04/2016 09:05,27/04/2016 09:12,1,-73.94529724,40.77434921,-73.95543671,40.77859879,395,051944ba-0598-1475-a121-693a2a31239c,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,03/06/2016 11:40,03/06/2016 11:57,1,-73.97192383,40.79190445,-73.96954346,40.76530075,1005,c3a87521-18c9-8355-91a0-941f6f6e4449,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,17/06/2016 11:46,17/06/2016 11:57,1,-73.97866058,40.75630188,-73.98812866,40.73735046,705,459f3701-60b0-85c2-2484-859d23bba346,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,26/06/2016 11:17,26/06/2016 11:30,1,-73.98583984,40.72690201,-74.0142746,40.70406723,788,adb4b40e-62b5-9ff1-63a8-1b6dbcee4731,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,29/03/2016 21:19,29/03/2016 21:24,3,-74.00772095,40.74300385,-73.98937988,40.7478447,320,5de1ecbd-53fe-97f5-0db9-5313796f68f0,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,25/06/2016 13:48,25/06/2016 13:58,1,-73.99458313,40.70299911,-74.0041275,40.71292877,566,39938e73-1e7a-8676-54c7-8e0c0856a3ee,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,20/06/2016 22:40,20/06/2016 22:48,1,-73.97935486,40.75619125,-73.97912598,40.74298096,515,9fe17cb6-04e7-8c9c-57d6-a1b6e5011d20,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,23/01/2016 08:46,23/01/2016 09:06,1,-73.96953583,40.75521851,-73.97652435,40.74794769,1197,ff79ea6c-1005-9f24-6b0a-06b68de95e78,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
1985651c-f63f-4bd0-9ebf-888f46376c66,06/03/2016 17:44,06/03/2016 17:52,1,-73.99720764,40.7240715,-74.00061798,40.73215485,449,4badbb52-9a70-12cc-901f-c91913770d4f,,Journey,30/09/2018,,,FALSE,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60,7fb4a13b-6d4f-4955-b09e-dc1ef1757e60
